raw_row_index,en,vi,audit_flags,en_char_count,vi_char_count,length_ratio_vi_en
7043,All birds have wings. A penguin is a bird. Does a penguin have wings?,Tất cả các loài chim đều có cánh. Chim cánh cụt là một loài chim. Vậy chim cánh cụt có cánh không?,exact_duplicate,69,98,1.4202898550724639
7044,"If a number is even, it is divisible by 2. The number 7 is not divisible by 2. Is 7 an even number?","Nếu một số là số chẵn, nó chia hết cho 2. Số 7 không chia hết cho 2. Vậy 7 có phải là số chẵn không?",exact_duplicate,99,100,1.0101010101010102
7045,"What comes next in the sequence: 1, 3, 5, 7, ...?","Số tiếp theo trong dãy số 1, 3, 5, 7, ... là gì?",noise_ui_fragment,49,48,0.9795918367346939
7056,"What number comes next: 10, 20, 30, 40, ...?","Số tiếp theo là gì: 10, 20, 30, 40, ...?",noise_ui_fragment,44,40,0.9090909090909091
7062,"If you are hungry, you should eat. You are not hungry. Should you eat?","Nếu bạn đói, bạn nên ăn. Bạn không đói. Vậy bạn có nên ăn không?",exact_duplicate,70,64,0.9142857142857143
7068,What is full of holes but still holds water?,Cái gì đầy lỗ nhưng vẫn giữ được nước?,exact_duplicate,44,38,0.8636363636363636
7080,"If a person is a doctor, they have a medical degree. Sarah has a medical degree. Is Sarah a doctor?","Nếu một người là bác sĩ, họ có bằng y khoa. Sarah có bằng y khoa. Vậy Sarah có phải là bác sĩ không?",exact_duplicate,99,100,1.0101010101010102
7087,"What letter comes next in the sequence: J, F, M, A, M, J, J, A, S, O, N, ...?","Chữ cái nào tiếp theo trong dãy: J, F, M, A, M, J, J, A, S, O, N, ...?",noise_ui_fragment,77,70,0.9090909090909091
7089,"I have cities, but no houses; forests, but no trees; and water, but no fish. What am I?",Tôi có thành phố nhưng không có nhà; rừng nhưng không có cây; và nước nhưng không có cá. Tôi là gì?,exact_duplicate,87,99,1.1379310344827587
7109,"What is the next number in the sequence: 2, 4, 6, 8, ...?","Số tiếp theo trong dãy số: 2, 4, 6, 8, ... là gì?",exact_duplicate; noise_ui_fragment,57,49,0.8596491228070176
7116,What is the square root of 81?,Căn bậc hai của 81 là bao nhiêu?,exact_duplicate,30,32,1.0666666666666667
7118,What is 15% of 200?,15% của 200 là bao nhiêu?,exact_duplicate,19,25,1.3157894736842106
7121,What has to be broken before you can use it?,Cái gì phải bị đập vỡ trước khi bạn có thể sử dụng nó?,exact_duplicate,44,54,1.2272727272727273
7122,"I have cities, but no houses; forests, but no trees; and water, but no fish. What am I?",Tôi có thành phố nhưng không có nhà; rừng nhưng không có cây; và nước nhưng không có cá. Tôi là gì?,exact_duplicate,87,99,1.1379310344827587
7126,What is full of holes but still holds water?,Cái gì đầy lỗ nhưng vẫn giữ được nước?,exact_duplicate,44,38,0.8636363636363636
7136,"If all A are B, and all B are C, then all A are C.","Nếu tất cả A là B, và tất cả B là C, thì tất cả A là C.",exact_duplicate,50,55,1.1
7141,"If it rains, the ground gets wet. It is not raining. Is the ground wet?",Nếu trời mưa thì đất ướt. Trời không mưa. Vậy đất có ướt không?,exact_duplicate,71,63,0.8873239436619719
7142,Solve for x: 2x + 5 = 15.,Tìm x biết: 2x + 5 = 15.,exact_duplicate,25,24,0.96
7143,All birds have wings. A penguin is a bird. Does a penguin have wings?,Tất cả các loài chim đều có cánh. Chim cánh cụt là một loài chim. Vậy chim cánh cụt có cánh không?,exact_duplicate,69,98,1.4202898550724639
7150,All dogs are mammals. Fido is a dog. Is Fido a mammal?,Tất cả chó đều là động vật có vú. Fido là một con chó. Vậy Fido có phải là động vật có vú không?,exact_duplicate,54,96,1.7777777777777777
7159,"Which number comes next: 100, 90, 80, __?","Số nào tiếp theo trong dãy: 100, 90, 80, __?",noise_ui_fragment,41,44,1.0731707317073171
7163,What has to be broken before you can use it?,Cái gì phải bị đập vỡ trước khi bạn có thể sử dụng nó? (Quả trứng),exact_duplicate,44,66,1.5
7181,What is the square root of 81?,Căn bậc hai của 81 là bao nhiêu?,exact_duplicate,30,32,1.0666666666666667
7183,"What is heavier, a pound of feathers or a pound of bricks?","Cái gì nặng hơn, một pound lông vũ hay một pound gạch?",exact_duplicate,58,54,0.9310344827586207
7203,What is 25% of 80?,25% của 80 là bao nhiêu?,exact_duplicate,18,24,1.3333333333333333
7208,"What is the next number in the sequence: 1, 3, 5, 7, ...?","Số tiếp theo trong dãy số: 1, 3, 5, 7, ... là gì?",exact_duplicate; noise_ui_fragment,57,49,0.8596491228070176
7212,What question can you never answer yes to?,"Câu hỏi nào bạn không bao giờ có thể trả lời ""có""?",exact_duplicate,42,50,1.1904761904761905
7213,"What has cities, but no houses; forests, but no trees; and water, but no fish?",Cái gì có thành phố mà không có nhà; có rừng mà không có cây; có nước mà không có cá?,exact_duplicate,78,85,1.0897435897435896
7217,What is full of holes but still holds water?,Cái gì đầy lỗ nhưng vẫn chứa được nước?,exact_duplicate,44,39,0.8863636363636364
7220,What has a neck but no head?,Cái gì có cổ mà không có đầu?,exact_duplicate,28,29,1.0357142857142858
7225,"Mary's father has five daughters: Nana, Nene, Nini, Nono. What is the fifth daughter's name?","Cha của Mary có năm cô con gái: Nana, Nene, Nini, Nono. Tên của cô con gái thứ năm là gì?",exact_duplicate,92,89,0.967391304347826
7241,"If it's raining, the streets are wet. The streets are not wet. Is it raining?",Nếu trời mưa thì đường ướt. Đường không ướt. Vậy trời có mưa không?,exact_duplicate,77,67,0.8701298701298701
7244,"What is the next number in the sequence: 1, 3, 5, 7, ...?","Số tiếp theo trong dãy số: 1, 3, 5, 7, ... là gì?",exact_duplicate; noise_ui_fragment,57,49,0.8596491228070176
7252,What is 20% of 150?,20% của 150 là bao nhiêu?,exact_duplicate,19,25,1.3157894736842106
7258,"What is the average of 10, 20, and 30?","Giá trị trung bình của 10, 20 và 30 là bao nhiêu?",exact_duplicate,38,49,1.2894736842105263
7270,"Mary's father has five daughters: Nana, Nene, Nini, Nono. What is the fifth daughter's name?","Cha của Mary có năm cô con gái: Nana, Nene, Nini, Nono. Tên của cô con gái thứ năm là gì?",exact_duplicate,92,89,0.967391304347826
7287,"Every swan I've seen is white. Therefore, all swans are white. Is this conclusion necessarily true?","Mọi con thiên nga tôi từng thấy đều màu trắng. Do đó, tất cả thiên nga đều màu trắng. Kết luận này có nhất thiết đúng không?",exact_duplicate,99,124,1.2525252525252526
7289,"What is the result of 15 divided by 3, then multiplied by 2?","Kết quả của 15 chia cho 3, sau đó nhân với 2 là bao nhiêu?",exact_duplicate,60,58,0.9666666666666667
7319,What is 15% of 200?,15% của 200 là bao nhiêu?,exact_duplicate,19,25,1.3157894736842106
7323,What has to be broken before you can use it?,Cái gì phải bị đập vỡ trước khi bạn có thể sử dụng nó? (Quả trứng),exact_duplicate,44,66,1.5
7341,"If it rains, the ground gets wet. It is not raining. Is the ground wet?",Nếu trời mưa thì đất ướt. Trời không mưa. Vậy đất có ướt không?,exact_duplicate,71,63,0.8873239436619719
7345,"If the alarm rings, I wake up. The alarm did not ring. Did I wake up?","Nếu chuông báo thức reo, tôi thức dậy. Chuông báo thức không reo. Tôi có thức dậy không?",exact_duplicate,69,88,1.2753623188405796
7351,Solve for x: 2x + 5 = 15.,Tìm x biết: 2x + 5 = 15.,exact_duplicate,25,24,0.96
7357,What is 25% of 200?,25% của 200 là bao nhiêu?,exact_duplicate,19,25,1.3157894736842106
7367,"If A is taller than B, and B is taller than C, who is the tallest?","Nếu A cao hơn B, và B cao hơn C, ai là người cao nhất?",exact_duplicate,66,54,0.8181818181818182
7371,"What comes next in the sequence: 1, 3, 5, 7, ...?","Điều gì tiếp theo trong chuỗi: 1, 3, 5, 7, ...?",noise_ui_fragment,49,47,0.9591836734693877
7373,"What has cities, but no houses; forests, but no trees; and water, but no fish?",Cái gì có thành phố mà không có nhà; có rừng mà không có cây; có nước mà không có cá?,exact_duplicate,78,85,1.0897435897435896
7376,What has to be broken before you can use it?,Cái gì phải bị đập vỡ trước khi bạn có thể sử dụng nó?,exact_duplicate,44,54,1.2272727272727273
7378,What has an eye but cannot see?,Cái gì có mắt mà không nhìn thấy?,exact_duplicate,31,33,1.064516129032258
7379,"I speak without a mouth and hear without ears. I have no body, but I come alive with wind. What am I?","Tôi nói không miệng và nghe không tai. Tôi không có thân thể, nhưng tôi sống dậy với gió. Tôi là gì?",exact_duplicate,101,100,0.9900990099009901
7383,"What is the next letter in the series: J, F, M, A, M, J, J, A, S, O, N, ...?","Chữ cái tiếp theo trong dãy là gì: J, F, M, A, M, J, J, A, S, O, N, ...?",noise_ui_fragment,76,72,0.9473684210526315
7394,"What is the next number in the sequence: 2, 4, 6, 8, ...?","Số tiếp theo trong dãy số 2, 4, 6, 8, ... là gì?",noise_ui_fragment,57,48,0.8421052631578947
7397,"What has cities, but no houses; forests, but no trees; and water, but no fish?",Cái gì có thành phố mà không có nhà; có rừng mà không có cây; có nước mà không có cá?,exact_duplicate,78,85,1.0897435897435896
7401,"If A is taller than B, and B is taller than C, who is the tallest?","Nếu A cao hơn B, và B cao hơn C, ai là người cao nhất?",exact_duplicate,66,54,0.8181818181818182
7418,"Every swan I've seen is white. Therefore, all swans are white. Is this conclusion necessarily true?","Mọi con thiên nga tôi từng thấy đều màu trắng. Do đó, tất cả thiên nga đều màu trắng. Kết luận này có nhất thiết đúng không?",exact_duplicate,99,124,1.2525252525252526
7429,What is the square root of 81?,Căn bậc hai của 81 là bao nhiêu?,exact_duplicate,30,32,1.0666666666666667
7436,"Find the missing number: 1, 4, 9, ?, 25.","Tìm số còn thiếu: 1, 4, 9, ?, 25.",exact_duplicate,40,33,0.825
7446,"What is the next number in the sequence: 1, 3, 5, 7, ...?","Số tiếp theo trong dãy số: 1, 3, 5, 7, ... là gì?",exact_duplicate; noise_ui_fragment,57,49,0.8596491228070176
7460,"What letter comes next: B, D, F, H, ...?","Chữ cái nào tiếp theo: B, D, F, H, ...?",noise_ui_fragment,40,39,0.975
7481,"What is the result of 15 divided by 3, then multiplied by 2?","Kết quả của 15 chia cho 3, sau đó nhân với 2 là bao nhiêu?",exact_duplicate,60,58,0.9666666666666667
7490,"If it rains, the ground gets wet. It is not raining. Is the ground wet?",Nếu trời mưa thì đất ướt. Trời không mưa. Vậy đất có ướt không?,exact_duplicate,71,63,0.8873239436619719
7491,Solve for x: 2x + 5 = 15.,Tìm x biết: 2x + 5 = 15.,exact_duplicate,25,24,0.96
7494,"What is the next number in the sequence: 3, 6, 9, 12, ...?","Số tiếp theo trong dãy số: 3, 6, 9, 12, ... là gì?",noise_ui_fragment,58,50,0.8620689655172413
7502,"If you press the 'save' button, your work will be stored. Your work was not stored. Did you press 'save'?","Nếu bạn nhấn nút 'lưu', công việc của bạn sẽ được lưu trữ. Công việc của bạn không được lưu trữ. Vậy bạn đã nhấn 'lưu' chưa?",noise_ui_fragment,105,124,1.180952380952381
7514,"If the light is red, you must stop. The light is red. What should you do?","Nếu đèn đỏ, bạn phải dừng lại. Đèn đang đỏ. Bạn nên làm gì?",exact_duplicate,73,59,0.8082191780821918
7518,"Find the missing number: 1, 4, 9, ?, 25.","Tìm số còn thiếu: 1, 4, 9, ?, 25.",exact_duplicate,40,33,0.825
7525,What is the product of 6 and 7?,Tích của 6 và 7 là bao nhiêu?,exact_duplicate,31,29,0.9354838709677419
7535,"What is the next letter in the sequence: A, C, E, G, ...?","Chữ cái tiếp theo trong dãy: A, C, E, G, ... là gì?",exact_duplicate; noise_ui_fragment,57,51,0.8947368421052632
7540,"If it rains, the ground gets wet. It is not raining. Is the ground wet?",Nếu trời mưa thì đất ướt. Trời không mưa. Vậy đất có ướt không?,exact_duplicate,71,63,0.8873239436619719
7541,Solve for x: 2x + 5 = 15.,Tìm x biết: 2x + 5 = 15.,exact_duplicate,25,24,0.96
7544,"What is the next number in the sequence: 1, 3, 5, 7, ...?","Số tiếp theo trong dãy số: 1, 3, 5, 7, ... là gì?",exact_duplicate; noise_ui_fragment,57,49,0.8596491228070176
7557,"What comes next: A, B, C, D, ...?","Cái gì tiếp theo: A, B, C, D, ...?",noise_ui_fragment,33,34,1.0303030303030303
7569,What is the product of 6 and 7?,Tích của 6 và 7 là bao nhiêu?,exact_duplicate,31,29,0.9354838709677419
7573,"What is the next letter in the pattern: Z, Y, X, W, ...?","Chữ cái tiếp theo trong chuỗi: Z, Y, X, W, ... là gì?",noise_ui_fragment,56,53,0.9464285714285714
7590,"If it's raining, the streets are wet. The streets are not wet. Is it raining?",Nếu trời mưa thì đường ướt. Đường không ướt. Vậy trời có mưa không?,exact_duplicate,77,67,0.8701298701298701
7592,All dogs are mammals. Fido is a dog. Is Fido a mammal?,Tất cả chó đều là động vật có vú. Fido là một con chó. Vậy Fido có phải là động vật có vú không?,exact_duplicate,54,96,1.7777777777777777
7597,"What is the next number in the sequence: 1, 3, 5, 7, ...?","Số tiếp theo trong dãy số: 1, 3, 5, 7, ... là số nào?",noise_ui_fragment,57,53,0.9298245614035088
7624,"What is the next number in the sequence: 1, 1, 2, 3, 5, 8, ...?","Số tiếp theo trong dãy số: 1, 1, 2, 3, 5, 8, ... là số nào?",noise_ui_fragment,63,59,0.9365079365079365
7632,"What is the next letter in the sequence: A, C, E, G, ...?","Chữ cái tiếp theo trong dãy: A, C, E, G, ... là chữ cái nào?",noise_ui_fragment,57,60,1.0526315789473684
7653,Solve for y: 3y - 7 = 14.,Tìm y biết: 3y - 7 = 14.,exact_duplicate,25,24,0.96
7654,"What is the next number in the sequence: 1, 3, 6, 10, ...?","Số tiếp theo trong dãy số: 1, 3, 6, 10, ... là số nào?",noise_ui_fragment,58,54,0.9310344827586207
7658,What is 25% of 200?,25% của 200 là bao nhiêu?,exact_duplicate,19,25,1.3157894736842106
7660,"What has an eye, but cannot see?",Cái gì có mắt mà không nhìn thấy?,exact_duplicate,32,33,1.03125
7661,What has to be broken before you can use it?,Cái gì phải bị đập vỡ trước khi bạn có thể sử dụng nó?,exact_duplicate,44,54,1.2272727272727273
7662,"I speak without a mouth and hear without ears. I have no body, but I come alive with wind. What am I?","Tôi nói không miệng và nghe không tai. Tôi không có thân thể, nhưng tôi sống dậy với gió. Tôi là gì?",exact_duplicate,101,100,0.9900990099009901
7663,What is full of holes but still holds water?,Cái gì đầy lỗ nhưng vẫn chứa được nước?,exact_duplicate,44,39,0.8863636363636364
7667,"What has cities, but no houses; forests, but no trees; and water, but no fish?",Cái gì có thành phố mà không có nhà; có rừng mà không có cây; và có nước mà không có cá?,exact_duplicate,78,88,1.1282051282051282
7668,What has a neck but no head?,Cái gì có cổ mà không có đầu?,exact_duplicate,28,29,1.0357142857142858
7688,"What is heavier, a pound of feathers or a pound of bricks?","Cái gì nặng hơn, một pound lông vũ hay một pound gạch?",exact_duplicate,58,54,0.9310344827586207
7692,"If a number is even, it is divisible by 2. The number 7 is not divisible by 2. Is 7 an even number?","Nếu một số là số chẵn, nó chia hết cho 2. Số 7 không chia hết cho 2. Vậy 7 có phải là số chẵn không?",exact_duplicate,99,100,1.0101010101010102
7696,"If the light is red, you must stop. The light is red. What should you do?","Nếu đèn đỏ, bạn phải dừng lại. Đèn đang đỏ. Bạn nên làm gì?",exact_duplicate,73,59,0.8082191780821918
7711,"Which number comes next in the sequence: 1, 3, 5, 7, __?","Số nào tiếp theo trong dãy: 1, 3, 5, 7, __?",noise_ui_fragment,56,43,0.7678571428571429
7712,What has to be broken before you can use it?,Cái gì phải được đập vỡ trước khi bạn có thể sử dụng nó?,exact_duplicate,44,56,1.2727272727272727
7713,What is full of holes but still holds water?,Cái gì đầy lỗ nhưng vẫn chứa được nước?,exact_duplicate,44,39,0.8863636363636364
7714,"Mary's father has five daughters: Nana, Nene, Nini, Nono. What is the fifth daughter's name?","Cha của Mary có năm cô con gái: Nana, Nene, Nini, Nono. Tên của cô con gái thứ năm là gì?",exact_duplicate,92,89,0.967391304347826
7716,What question can you never answer yes to?,"Câu hỏi nào bạn không bao giờ có thể trả lời ""có""?",exact_duplicate,42,50,1.1904761904761905
7717,"What has cities, but no houses; forests, but no trees; and water, but no fish?",Cái gì có thành phố nhưng không có nhà; có rừng nhưng không có cây; và có nước nhưng không có cá?,exact_duplicate,78,97,1.2435897435897436
7732,"What is heavier, a pound of feathers or a pound of bricks?","Cái gì nặng hơn, một pound lông vũ hay một pound gạch?",exact_duplicate,58,54,0.9310344827586207
7735,"What is the next number in the series: 10, 20, 30, 40, __?","Số tiếp theo trong dãy: 10, 20, 30, 40, __ là gì?",noise_ui_fragment,58,49,0.8448275862068966
7757,"What is the next number in the sequence: 2, 4, 6, 8, ...?","Số tiếp theo trong dãy số: 2, 4, 6, 8, ... là bao nhiêu?",noise_ui_fragment,57,56,0.9824561403508771
7764,John is taller than Mike. Mike is taller than Sarah. Who is the tallest?,John cao hơn Mike. Mike cao hơn Sarah. Ai là người cao nhất?,exact_duplicate,72,60,0.8333333333333334
7766,"If the light is red, you must stop. The light is red. What should you do?","Nếu đèn đỏ, bạn phải dừng lại. Đèn đang đỏ. Bạn nên làm gì?",exact_duplicate,73,59,0.8082191780821918
7783,"If you are hungry, you should eat. You are not hungry. Should you eat?","Nếu bạn đói, bạn nên ăn. Bạn không đói. Vậy bạn có nên ăn không?",exact_duplicate,70,64,0.9142857142857143
7799,"What is the next letter in the sequence: A, C, E, G, __?","Chữ cái tiếp theo trong dãy: A, C, E, G, __ là gì?",noise_ui_fragment,56,50,0.8928571428571429
7800,"If a person is a doctor, they have a medical degree. Sarah has a medical degree. Is Sarah a doctor?","Nếu một người là bác sĩ, họ có bằng y khoa. Sarah có bằng y khoa. Vậy Sarah có phải là bác sĩ không?",exact_duplicate,99,100,1.0101010101010102
7804,What is the square root of 81?,Căn bậc hai của 81 là bao nhiêu?,exact_duplicate,30,32,1.0666666666666667
7808,"What is the next number in the series: 1, 3, 5, 7, ...?","Số tiếp theo trong dãy số: 1, 3, 5, 7, ... là số nào?",noise_ui_fragment,55,53,0.9636363636363636
7824,Solve for y: 3y - 7 = 14.,Tìm y biết: 3y - 7 = 14.,exact_duplicate,25,24,0.96
7850,"If all A are B, and all B are C, then all A are C.","Nếu tất cả A là B, và tất cả B là C, thì tất cả A là C.",exact_duplicate,50,55,1.1
7859,What has to be broken before you can use it?,Cái gì phải được đập vỡ trước khi bạn có thể sử dụng nó?,exact_duplicate,44,56,1.2727272727272727
7861,"What is the next number in the sequence: 2, 4, 6, 8, ...?","Số tiếp theo trong dãy số: 2, 4, 6, 8, ... là gì?",exact_duplicate; noise_ui_fragment,57,49,0.8596491228070176
7867,What is 20% of 150?,20% của 150 là bao nhiêu?,exact_duplicate,19,25,1.3157894736842106
7868,"Every time the bell rings, the students leave. The bell rang. What happens next?","Mỗi khi chuông reo, học sinh rời đi. Chuông đã reo. Điều gì xảy ra tiếp theo?",noise_ui_fragment,80,77,0.9625
7871,"What has cities, but no houses; forests, but no trees; and water, but no fish?",Cái gì có thành phố nhưng không có nhà; có rừng nhưng không có cây; và có nước nhưng không có cá?,exact_duplicate,78,97,1.2435897435897436
7878,"What is the average of 10, 20, and 30?","Giá trị trung bình của 10, 20 và 30 là bao nhiêu?",exact_duplicate,38,49,1.2894736842105263
7885,"If the alarm rings, I wake up. The alarm did not ring. Did I wake up?","Nếu chuông báo thức reo, tôi thức dậy. Chuông báo thức không reo. Tôi có thức dậy không?",exact_duplicate,69,88,1.2753623188405796
7888,"If the light is red, you must stop. The light is red. What should you do?","Nếu đèn đỏ, bạn phải dừng lại. Đèn đang đỏ. Bạn nên làm gì?",exact_duplicate,73,59,0.8082191780821918
7898,"I speak without a mouth and hear without ears. I have no body, but I come alive with wind. What am I?","Tôi nói không miệng và nghe không tai. Tôi không có thân thể, nhưng tôi sống dậy với gió. Tôi là gì?",exact_duplicate,101,100,0.9900990099009901
7901,"What is the next letter in the sequence: A, C, E, G, ...?","Chữ cái tiếp theo trong dãy: A, C, E, G, ... là gì?",exact_duplicate; noise_ui_fragment,57,51,0.8947368421052632
7909,"All birds have feathers. A robin is a bird. Therefore, a robin has feathers.","Tất cả các loài chim đều có lông vũ. Chim cổ đỏ là một loài chim. Do đó, chim cổ đỏ có lông vũ.",exact_duplicate,76,95,1.25
7910,"The sequence is 2, 4, 6, 8. What is the next number?","Dãy số là 2, 4, 6, 8. Số tiếp theo là bao nhiêu?",noise_ui_fragment,52,48,0.9230769230769231
7911,What has an eye but cannot see?,Cái gì có mắt mà không nhìn thấy?,exact_duplicate,31,33,1.064516129032258
7919,"Circle, Square, Triangle, Circle, Square, ... What comes next?","Hình tròn, Hình vuông, Hình tam giác, Hình tròn, Hình vuông, ... Cái gì tiếp theo?",noise_ui_fragment,62,82,1.3225806451612903
7925,What is 25% of 80?,25% của 80 là bao nhiêu?,exact_duplicate,18,24,1.3333333333333333
7945,You look absolutely stunning tonight.,Tối nay em trông thật lộng lẫy.,exact_duplicate,37,31,0.8378378378378378
8008,Don't you dare raise your voice at me!,Anh đừng có mà lớn tiếng với tôi!,exact_duplicate,38,33,0.868421052631579
8018,You never take responsibility for your actions!,Anh chẳng bao giờ chịu trách nhiệm cho hành động của mình cả!,exact_duplicate,47,61,1.297872340425532
8025,Why do you always have to be so difficult?,Tại sao anh lúc nào cũng phải khó khăn như vậy?,exact_duplicate,42,47,1.119047619047619
8028,I wish I could take back what I said.,Tôi ước gì mình có thể rút lại lời đã nói.,noise_ui_fragment,37,42,1.135135135135135
8093,You look absolutely stunning tonight.,Tối nay em trông thật lộng lẫy.,exact_duplicate,37,31,0.8378378378378378
8140,You never take responsibility for your actions!,Anh chẳng bao giờ chịu trách nhiệm cho hành động của mình cả!,exact_duplicate,47,61,1.297872340425532
8141,I can't believe you just said that to me.,Tôi không thể tin được là anh vừa nói câu đó với tôi.,exact_duplicate,41,53,1.2926829268292683
8170,You look absolutely stunning tonight.,Tối nay em trông thật lộng lẫy.,exact_duplicate,37,31,0.8378378378378378
8206,You never take responsibility for your actions!,Anh chẳng bao giờ chịu trách nhiệm cho hành động của mình cả!,exact_duplicate,47,61,1.297872340425532
8220,"You're always playing the victim, aren't you?","Anh lúc nào cũng đóng vai nạn nhân, phải không?",exact_duplicate,45,47,1.0444444444444445
8226,I wish things could go back to how they used to be.,Tôi ước mọi chuyện có thể quay lại như trước.,noise_ui_fragment,51,45,0.8823529411764706
8234,Why do you always have to be so difficult?,Tại sao anh lúc nào cũng phải khó khăn như vậy?,exact_duplicate,42,47,1.119047619047619
8277,"I heard they had a huge fight last night, it got pretty gắt.","Tôi nghe nói tối qua họ cãi nhau to lắm, căng thẳng phết.",language_suspect,60,57,0.95
8284,"I thought we were friends, but clearly I was wrong.","Tôi cứ nghĩ chúng ta là bạn bè, nhưng rõ ràng tôi đã lầm.",exact_duplicate,51,57,1.1176470588235294
8287,"I'm so excited for our trip next month, it's going to be amazing!","Tôi rất háo hức cho chuyến đi tháng tới của chúng ta, chắc chắn sẽ tuyệt vời!",noise_ui_fragment,65,77,1.1846153846153846
8291,I can't believe you just said that to me.,Tôi không thể tin được là anh vừa nói câu đó với tôi.,exact_duplicate,41,53,1.2926829268292683
8294,Don't you dare raise your voice at me!,Anh đừng có mà lớn tiếng với tôi!,exact_duplicate,38,33,0.868421052631579
8302,"Sure, I'll believe that when pigs fly.","Chắc rồi, tôi sẽ tin điều đó khi lợn biết bay.",exact_duplicate,38,46,1.2105263157894737
8371,"Sure, I'll believe that when pigs fly.","Chắc rồi, tôi sẽ tin điều đó khi lợn biết bay.",exact_duplicate,38,46,1.2105263157894737
8391,I can't believe you just said that to me.,Tôi không thể tin được là anh vừa nói câu đó với tôi.,exact_duplicate,41,53,1.2926829268292683
8400,"I thought we were friends, but clearly I was wrong.","Tôi cứ nghĩ chúng ta là bạn bè, nhưng rõ ràng tôi đã lầm.",exact_duplicate,51,57,1.1176470588235294
8408,You look absolutely stunning tonight.,Tối nay em trông thật lộng lẫy.,exact_duplicate,37,31,0.8378378378378378
8415,"You're always playing the victim, aren't you?","Anh lúc nào cũng đóng vai nạn nhân, phải không?",exact_duplicate,45,47,1.0444444444444445
8452,The API documentation is outdated.,Tài liệu API đã lỗi thời.,exact_duplicate,34,25,0.7352941176470589
8461,Use `git stash` to temporarily save your changes.,Sử dụng `git stash` để tạm thời lưu các thay đổi của bạn.,noise_ui_fragment,49,57,1.163265306122449
8463,Cherry-pick this commit to the hotfix branch.,Cherry-pick commit này sang nhánh hotfix.,exact_duplicate,45,41,0.9111111111111111
8466,The time complexity of this algorithm is O(n log n).,Độ phức tạp thời gian của thuật toán này là O(n log n).,exact_duplicate,52,55,1.0576923076923077
8468,Binary search works only on sorted arrays.,Tìm kiếm nhị phân chỉ hoạt động trên các mảng đã sắp xếp.,exact_duplicate,42,57,1.3571428571428572
8471,This algorithm has a space complexity of O(1).,Thuật toán này có độ phức tạp không gian là O(1).,exact_duplicate,46,49,1.065217391304348
8472,Hash tables provide average O(1) lookup time.,Bảng băm cung cấp thời gian tra cứu trung bình O(1).,exact_duplicate,45,52,1.1555555555555554
8475,Let's analyze the worst-case scenario for this algorithm.,Hãy phân tích trường hợp xấu nhất cho thuật toán này.,exact_duplicate,57,53,0.9298245614035088
8477,The Factory pattern helps decouple object creation.,Mẫu Factory giúp tách rời việc tạo đối tượng.,exact_duplicate,51,45,0.8823529411764706
8479,This component follows the Strategy pattern.,Thành phần này tuân theo mẫu Strategy.,exact_duplicate,44,38,0.8636363636363636
8487,Add comments to explain this complex logic.,Thêm chú thích để giải thích logic phức tạp này.,exact_duplicate,43,48,1.1162790697674418
8490,Consider using a `switch` statement instead of multiple `if-else`.,Hãy cân nhắc sử dụng câu lệnh `switch` thay vì nhiều `if-else`.,exact_duplicate,66,63,0.9545454545454546
8491,This recursive function might cause a stack overflow.,Hàm đệ quy này có thể gây tràn ngăn xếp.,exact_duplicate,53,40,0.7547169811320755
8492,Please squash your commits before merging into the main branch.,Làm ơn gộp các commit lại trước khi merge vào nhánh chính.,exact_duplicate,63,58,0.9206349206349206
8496,The time complexity of this algorithm is O(n log n).,Độ phức tạp thời gian của thuật toán này là O(n log n).,exact_duplicate,52,55,1.0576923076923077
8499,A binary search tree maintains sorted data efficiently.,Cây tìm kiếm nhị phân duy trì dữ liệu đã sắp xếp một cách hiệu quả.,exact_duplicate,55,67,1.2181818181818183
8501,The API documentation is outdated.,Tài liệu API đã lỗi thời.,exact_duplicate,34,25,0.7352941176470589
8510,This variable name is a bit ambiguous.,Tên biến này hơi mơ hồ.,exact_duplicate,38,23,0.6052631578947368
8515,The bug was traced back to an off-by-one error.,Lỗi đã được truy về một lỗi lệch một đơn vị.,noise_ui_fragment,47,44,0.9361702127659575
8528,This bug is really _gắt_ (annoying/tough to fix).,Lỗi này thật sự gắt (khó chịu/khó sửa).,language_suspect,49,39,0.7959183673469388
8529,I'm totally _bơ_ (lost/confused) with this new codebase.,Tôi hoàn toàn bơ (mất phương hướng/lạc lõng) với codebase mới này.,language_suspect,56,66,1.1785714285714286
8537,The frontend framework we're using is React.,Framework frontend chúng ta đang dùng là React.,exact_duplicate,44,47,1.0681818181818181
8541,This recursive function might cause a stack overflow.,Hàm đệ quy này có thể gây tràn ngăn xếp.,exact_duplicate,53,40,0.7547169811320755
8542,Please squash your commits before merging into the main branch.,Làm ơn gộp các commit lại trước khi merge vào nhánh chính.,exact_duplicate,63,58,0.9206349206349206
8543,What's the time complexity of this sorting algorithm?,Độ phức tạp thời gian của thuật toán sắp xếp này là gì?,exact_duplicate,53,55,1.0377358490566038
8544,We need to refactor this module to improve its maintainability.,Chúng ta cần tái cấu trúc module này để cải thiện khả năng bảo trì của nó.,exact_duplicate,63,74,1.1746031746031746
8552,He really 'gắt' at the new intern's code style during the review.,Anh ấy 'gắt' kinh khủng với style code của thực tập sinh mới trong buổi review.,language_suspect,65,79,1.2153846153846153
